Dataset,Image,Preprocessing,Model,IoU,Dice
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (9565).png,none,FPN,0.2797515080579311,0.4371966062106292
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (9565).png,none,PSPNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (1694).png,none,UNet,0.21189580643344416,0.3496931094382514
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (1694).png,none,ResUNet,0.23093975410530995,0.375225112902727
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (1694).png,none,ResNet34,0.2171173095702794,0.35677302074840384
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (1694).png,none,DeepLabV3+,0.24111056096527828,0.38854001979928954
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (1694).png,none,FPN,0.23406170573280252,0.37933549780448544
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (1694).png,none,PSPNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (7821).png,canny,UNet,0.012204899777271978,0.024115472628037215
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (7821).png,canny,ResUNet,0.0007200288011511819,0.0014390214654017997
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (7821).png,canny,ResNet34,0.1591400317514663,0.2745829276744155
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (7821).png,canny,DeepLabV3+,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (7821).png,canny,FPN,0.16399926604004894,0.28178585816119633
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (7821).png,canny,PSPNet,0.06482913795526536,0.12176439513996264
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (7821).png,sobel,UNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (7821).png,sobel,ResUNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (7821).png,sobel,ResNet34,0.13091435494781822,0.23151948575957154
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (7821).png,sobel,DeepLabV3+,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (7821).png,sobel,FPN,0.10855359981159936,0.19584727311344843
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (7821).png,sobel,PSPNet,0.1309444335362005,0.23156652025204752
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (2208).png,canny,UNet,0.02543103448274766,0.049600672551471374
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (2208).png,canny,ResUNet,0.000317921700426779,0.000635641316685296
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (2208).png,canny,ResNet34,0.34908468889285205,0.5175133803932412
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (2208).png,canny,DeepLabV3+,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (2208).png,canny,FPN,0.35807325979739524,0.5273253960553124
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (2208).png,canny,PSPNet,0.16755233494360558,0.28701468864211316
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (2208).png,sobel,UNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (2208).png,sobel,ResUNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (2208).png,sobel,ResNet34,0.326338440351123,0.49208924422748557
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (2208).png,sobel,DeepLabV3+,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (2208).png,sobel,FPN,0.31431264792003005,0.4782920538997271
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (2208).png,sobel,PSPNet,0.3116482641996897,0.4752009707264681
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (6966).png,canny,UNet,0.012485811577747667,0.024663677130035307
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (6966).png,canny,ResUNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (6966).png,canny,ResNet34,0.3907715371473712,0.5619492874421165
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (6966).png,canny,DeepLabV3+,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (6966).png,canny,FPN,0.3881654100981669,0.5592495062540379
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (6966).png,canny,PSPNet,0.27060461104135225,0.4259462128341754
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (6966).png,sobel,UNet,0.00025043826696708805,0.0005007511266898261
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (6966).png,sobel,ResUNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (6966).png,sobel,ResNet34,0.27419490315314493,0.4303814157074674
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (6966).png,sobel,DeepLabV3+,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (6966).png,sobel,FPN,0.2271016821593013,0.37014321707990155
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (6966).png,sobel,PSPNet,0.3664967150286808,0.5364033605027563
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (8315).png,canny,UNet,0.04017318475403494,0.07724326168537889
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (8315).png,canny,ResUNet,0.00029050062941774905,0.0005808325266209285
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (8315).png,canny,ResNet34,0.14786901373807176,0.2576409188998519
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (8315).png,canny,DeepLabV3+,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (8315).png,canny,FPN,0.18382621044345818,0.3105628323174182
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (8315).png,canny,PSPNet,0.09859372244751839,0.17949078068253457
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (8315).png,sobel,UNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (8315).png,sobel,ResUNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (8315).png,sobel,ResNet34,0.17799386228058034,0.30219828469392296
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (8315).png,sobel,DeepLabV3+,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (8315).png,sobel,FPN,0.07378693526140474,0.13743310304560916
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (8315).png,sobel,PSPNet,0.1320883431397404,0.2333534197046952
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (6840).png,canny,UNet,0.027198071272487606,0.05295584567987901
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (6840).png,canny,ResUNet,0.0003187504980473992,0.0006372978570854479
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (6840).png,canny,ResNet34,0.20757850241542414,0.3437929741217175
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (6840).png,canny,DeepLabV3+,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (6840).png,canny,FPN,0.2383604874431592,0.38496139025769743
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (6840).png,canny,PSPNet,0.12148980797032573,0.21665789043629063
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (6840).png,sobel,UNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (6840).png,sobel,ResUNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (6840).png,sobel,ResNet34,0.19454052150856524,0.3257160690754689
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (6840).png,sobel,DeepLabV3+,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (6840).png,sobel,FPN,0.14476090424494287,0.25291028669506094
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (6840).png,sobel,PSPNet,0.20948853796954728,0.34640847166890937
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (9901).png,kmeans,UNet,0.011851171336690995,0.023424732159049003
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (9901).png,kmeans,ResUNet,0.1677211852788907,0.28726238316697716
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (9901).png,kmeans,ResNet34,0.16534423828122477,0.2837689205467601
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (9901).png,kmeans,DeepLabV3+,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (9901).png,kmeans,FPN,0.16254956259044584,0.2796432390000569
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (9901).png,kmeans,PSPNet,0.010550113036918168,0.020879940343013437
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (9901).png,mbkmeans,UNet,0.004211297262652924,0.008387273224534244
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (9901).png,mbkmeans,ResUNet,0.18120535792246362,0.3068143176071815
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (9901).png,mbkmeans,ResNet34,0.16534423828122477,0.2837689205467601
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (9901).png,mbkmeans,DeepLabV3+,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (9901).png,mbkmeans,FPN,0.16756518175223564,0.2870335367499748
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (9901).png,mbkmeans,PSPNet,0.07267040081467034,0.13549437135485182
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (6321).png,kmeans,UNet,0.010396579190064226,0.020579205045207386
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (6321).png,kmeans,ResUNet,0.1860600193610515,0.3137446947436688
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (6321).png,kmeans,ResNet34,0.17970275878903508,0.3046576901684963
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (6321).png,kmeans,DeepLabV3+,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (6321).png,kmeans,FPN,0.13989846968802608,0.24545777261428253
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (6321).png,kmeans,PSPNet,0.00038595137012706603,0.0007716049382710096
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (6321).png,mbkmeans,UNet,0.004799999999995958,0.009554140127380527
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (6321).png,mbkmeans,ResUNet,0.18841984970734696,0.31709307069171905
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (6321).png,mbkmeans,ResNet34,0.17970275878903508,0.3046576901684963
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (6321).png,mbkmeans,DeepLabV3+,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (6321).png,mbkmeans,FPN,0.16271216097984906,0.27988382067446016
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (6321).png,mbkmeans,PSPNet,0.017844834188544195,0.035063957863028544
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (2865).png,kmeans,UNet,0.010689470871182353,0.02115282919088564
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (2865).png,kmeans,ResUNet,0.16976311336714556,0.29025212271993256
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (2865).png,kmeans,ResNet34,0.17001342773434908,0.29061790865694326
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (2865).png,kmeans,DeepLabV3+,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (2865).png,kmeans,FPN,0.13060454099662652,0.23103487782120313
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (2865).png,kmeans,PSPNet,0.025103089054456264,0.048976711361997896
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (2865).png,mbkmeans,UNet,0.01619964973728879,0.031882809133966496
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (2865).png,mbkmeans,ResUNet,0.1717667238421661,0.29317563017825143
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (2865).png,mbkmeans,ResNet34,0.17001342773434908,0.29061790865694326
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (2865).png,mbkmeans,DeepLabV3+,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (2865).png,mbkmeans,FPN,0.15325475851789047,0.26577780388237265
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (2865).png,mbkmeans,PSPNet,0.11295010495711856,0.20297424737018283
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (6709).png,kmeans,UNet,0.007679271263633259,0.015241498922575685
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (6709).png,kmeans,ResUNet,0.2962546049938095,0.4570932343885086
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (6709).png,kmeans,ResNet34,0.28726862095797606,0.4463227274882111
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (6709).png,kmeans,DeepLabV3+,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (6709).png,kmeans,FPN,0.29240837696330296,0.4525015191411216
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (6709).png,kmeans,PSPNet,0.019964740077181128,0.039147902457236684
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (6709).png,mbkmeans,UNet,0.00015900779138169343,0.00031796502384720825
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (6709).png,mbkmeans,ResUNet,0.3020401224072931,0.4639490246258502
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (6709).png,mbkmeans,ResNet34,0.2872467041015187,0.4462962743447273
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (6709).png,mbkmeans,DeepLabV3+,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (6709).png,mbkmeans,FPN,0.2639478029983706,0.41765617594686527
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (6709).png,mbkmeans,PSPNet,0.03800713890702428,0.07323097786599833
COVIDQU_Lung Segmentation Data_Train_Non-COVID,Non_COVID (53).png,kmeans,UNet,0.007708002720465723,0.015298087739021148
COVIDQU_Lung Segmentation Data_Train_Non-COVID,Non_COVID (53).png,kmeans,ResUNet,0.21758881972496358,0.3574093588903254
COVIDQU_Lung Segmentation Data_Train_Non-COVID,Non_COVID (53).png,kmeans,ResNet34,0.20133972167965677,0.3351919828275603
COVIDQU_Lung Segmentation Data_Train_Non-COVID,Non_COVID (53).png,kmeans,DeepLabV3+,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,Non_COVID (53).png,kmeans,FPN,0.17876725785418945,0.30331222158242627
COVIDQU_Lung Segmentation Data_Train_Non-COVID,Non_COVID (53).png,kmeans,PSPNet,0.04437775365554921,0.08498410369278248
COVIDQU_Lung Segmentation Data_Train_Non-COVID,Non_COVID (53).png,mbkmeans,UNet,0.0040668775417954,0.008100810081002024
COVIDQU_Lung Segmentation Data_Train_Non-COVID,Non_COVID (53).png,mbkmeans,ResUNet,0.21321357217256995,0.3514856362688993
COVIDQU_Lung Segmentation Data_Train_Non-COVID,Non_COVID (53).png,mbkmeans,ResNet34,0.20133972167965677,0.3351919828275603
COVIDQU_Lung Segmentation Data_Train_Non-COVID,Non_COVID (53).png,mbkmeans,DeepLabV3+,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,Non_COVID (53).png,mbkmeans,FPN,0.16501316786316877,0.28328120645336713
COVIDQU_Lung Segmentation Data_Train_Non-COVID,Non_COVID (53).png,mbkmeans,PSPNet,0.03359537727606424,0.06500682571665799
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (9323).png,watershed,UNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (9323).png,watershed,ResUNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (9323).png,watershed,ResNet34,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (9323).png,watershed,DeepLabV3+,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (9323).png,watershed,FPN,0.13228757420202109,0.23366426907095694
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (9323).png,watershed,PSPNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (9323).png,grabcut,UNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (9323).png,grabcut,ResUNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (9323).png,grabcut,ResNet34,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (9323).png,grabcut,DeepLabV3+,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (9323).png,grabcut,FPN,0.06703576238213863,0.12564857663717371
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (9323).png,grabcut,PSPNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (9323).png,region_grow,UNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (9323).png,region_grow,ResUNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (9323).png,region_grow,ResNet34,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (9323).png,region_grow,DeepLabV3+,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (9323).png,region_grow,FPN,0.04069518970509488,0.07820770213539048
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (9323).png,region_grow,PSPNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (1176).png,watershed,UNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (1176).png,watershed,ResUNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (1176).png,watershed,ResNet34,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (1176).png,watershed,DeepLabV3+,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (1176).png,watershed,FPN,0.11138899576754935,0.200450060584992
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (1176).png,watershed,PSPNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (1176).png,grabcut,UNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (1176).png,grabcut,ResUNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (1176).png,grabcut,ResNet34,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (1176).png,grabcut,DeepLabV3+,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (1176).png,grabcut,FPN,0.027480117985278916,0.05349031578180403
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (1176).png,grabcut,PSPNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (1176).png,region_grow,UNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (1176).png,region_grow,ResUNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (1176).png,region_grow,ResNet34,0.0028483786152477004,0.005680576797024484
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (1176).png,region_grow,DeepLabV3+,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (1176).png,region_grow,FPN,0.17877170158351854,0.30331861774992264
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (1176).png,region_grow,PSPNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (8554).png,watershed,UNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (8554).png,watershed,ResUNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (8554).png,watershed,ResNet34,0.0038056861428230324,0.007582515611057324
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (8554).png,watershed,DeepLabV3+,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (8554).png,watershed,FPN,0.2654446946241678,0.41952792682576123
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (8554).png,watershed,PSPNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (8554).png,grabcut,UNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (8554).png,grabcut,ResUNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (8554).png,grabcut,ResNet34,0.1292053567261774,0.228842975206517
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (8554).png,grabcut,DeepLabV3+,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (8554).png,grabcut,FPN,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (8554).png,grabcut,PSPNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (8554).png,region_grow,UNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (8554).png,region_grow,ResUNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (8554).png,region_grow,ResNet34,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (8554).png,region_grow,DeepLabV3+,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (8554).png,region_grow,FPN,0.17477470292679848,0.2975459081496563
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (8554).png,region_grow,PSPNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (1076).png,watershed,UNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (1076).png,watershed,ResUNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (1076).png,watershed,ResNet34,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (1076).png,watershed,DeepLabV3+,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (1076).png,watershed,FPN,0.1478358881874897,0.25759063592432635
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (1076).png,watershed,PSPNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (1076).png,grabcut,UNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (1076).png,grabcut,ResUNet,0.00022132054592385,0.0004425431479565994
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (1076).png,grabcut,ResNet34,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (1076).png,grabcut,DeepLabV3+,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (1076).png,grabcut,FPN,0.049736948603784,0.09476078491842602
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (1076).png,grabcut,PSPNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (1076).png,region_grow,UNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (1076).png,region_grow,ResUNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (1076).png,region_grow,ResNet34,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (1076).png,region_grow,DeepLabV3+,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (1076).png,region_grow,FPN,0.040276006900157396,0.07743330930062096
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (1076).png,region_grow,PSPNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (7239).png,watershed,UNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (7239).png,watershed,ResUNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (7239).png,watershed,ResNet34,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (7239).png,watershed,DeepLabV3+,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (7239).png,watershed,FPN,0.11677592793467113,0.20913045314404782
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (7239).png,watershed,PSPNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (7239).png,grabcut,UNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (7239).png,grabcut,ResUNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (7239).png,grabcut,ResNet34,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (7239).png,grabcut,DeepLabV3+,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (7239).png,grabcut,FPN,0.13818130069721205,0.2428107026755171
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (7239).png,grabcut,PSPNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (7239).png,region_grow,UNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (7239).png,region_grow,ResUNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (7239).png,region_grow,ResNet34,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (7239).png,region_grow,DeepLabV3+,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (7239).png,region_grow,FPN,0.17199336590605943,0.2935056987683418
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (7239).png,region_grow,PSPNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (2057).png,otsu,UNet,0.0006238303181529758,0.0012468827930164847
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (2057).png,otsu,ResUNet,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (2057).png,otsu,ResNet34,0.0,0.0
COVIDQU_Lung Segmentation Data_Train_Non-COVID,non_COVID (2057).png,otsu,DeepLabV3+,0.0,0.0
